date,open,close,high,low,volume
2022-08-22,169.21,180.26,191.47,169.21,287090.97
2022-08-23,182.04,181.04,185.02,171.69,100837.09
2022-08-24,182.33,175.07,183.53,173.32,63185.46
2022-08-25,176.96,171.68,178.04,163.15,69606.98
2022-08-26,167.12,168.61,177.56,164.13,53118.67
2022-08-29,165.78,172.98,173.58,165.32,34544.72
2022-08-30,171.14,176.07,177.09,169.7,35348.65
2022-08-31,175.52,171.09,177.06,167.62,29860.3
2022-09-01,170.11,161.64,170.59,161.64,46751.53
2022-09-02,161.15,166.32,169.05,161.15,32101.1
2022-09-05,170.47,162.14,174.77,162.14,34672.94
2022-09-06,160.65,158.16,161.25,154.18,43147.56
2022-09-07,156.47,158.56,162.53,156.47,28582.51
2022-09-08,158.99,156.17,160.65,155.29,15059.45
2022-09-09,157.17,171.09,172.14,157.17,40806.71
2022-09-13,169.4,164.13,172.29,163.81,24191.96
2022-09-14,162.64,173.26,175.75,162.25,26405.78
2022-09-15,174.09,167.85,174.8,165.8,18913.86
2022-09-16,168.11,171.09,173.44,166.14,19698.77
2022-09-19,171.09,164.43,172.09,163.13,12484.67
2022-09-20,164.47,165.05,167.77,162.68,8941.14
2022-09-21,163.6,166.08,167.99,161.15,12130.12
2022-09-22,165.32,164.64,166.06,162.64,5978.06
2022-09-23,165.12,158.04,169.9,157.66,12978.36
2022-09-26,154.48,159.19,163.14,154.48,12010.28
2022-09-27,162.76,179.05,182.04,157.19,35530.44
2022-09-28,178.69,174.08,182.91,171.09,34656.49
2022-09-29,175.07,183.36,187.51,172.64,32218.13
2022-09-30,184.0,180.64,188.89,179.55,24132.41
2022-10-10,187.01,186.21,198.35,180.64,32589.49
2022-10-11,187.84,183.0,190.47,179.25,23033.74
2022-10-12,181.02,180.74,181.04,174.48,16393.42
2022-10-13,178.84,191.49,196.24,178.44,32822.42
2022-10-14,191.49,213.75,216.85,190.09,49476.29
2022-10-17,213.75,203.87,213.75,197.17,83570.59
2022-10-18,198.95,199.43,201.78,191.02,58592.72
2022-10-19,196.66,199.93,201.91,192.99,35962.91
2022-10-20,196.97,197.63,207.67,193.97,33518.57
2022-10-21,197.34,197.3,199.41,191.92,26568.6
2022-10-24,196.22,201.08,206.63,194.62,35895.62
2022-10-25,200.04,194.67,205.59,193.13,32401.87
