date,open,close,high,low,volume
2019-01-02,96.8,94.37,97.12,90.52,58987.61
2019-01-03,93.93,92.13,95.48,90.9,38458.52
2019-01-04,91.46,92.37,93.53,90.46,42769.13
2019-01-07,91.9,92.51,94.55,91.56,43458.43
2019-01-08,91.94,90.48,92.74,88.92,52134.78
2019-01-09,90.83,93.64,95.74,90.52,58184.61
2019-01-10,94.84,93.95,95.64,93.01,41362.18
2019-01-11,93.57,95.4,95.48,93.12,20722.75
2019-01-14,95.3,94.66,95.3,93.37,19504.28
2019-01-15,94.46,95.46,96.84,94.11,21138.41
2019-01-16,95.17,96.11,96.74,94.4,20310.4
2019-01-17,95.93,96.16,96.8,95.4,16582.08
2019-01-18,95.84,99.57,99.75,95.84,32790.8
2019-01-21,100.75,101.04,104.44,100.35,42079.73
2019-01-22,101.48,98.65,102.19,97.76,23585.42
2019-01-23,98.65,100.27,100.46,98.39,14602.94
2019-01-24,99.66,98.21,100.21,97.1,24242.14
2019-01-25,98.21,97.24,99.51,97.16,30737.49
2019-01-28,97.65,96.67,98.37,96.48,16112.91
2019-01-29,96.82,94.55,96.82,93.22,32949.95
2019-01-30,94.39,96.51,97.25,93.71,25878.58
2019-01-31,97.7,97.05,98.92,95.44,31387.3
2019-02-01,97.58,100.9,101.12,97.16,30681.25
2019-02-11,101.02,101.85,102.55,99.76,35985.5
2019-02-12,101.66,103.5,104.46,101.39,33888.24
2019-02-13,102.65,103.28,103.66,101.62,34926.26
2019-02-14,103.1,105.25,106.31,102.6,38574.11
2019-02-15,104.76,102.89,105.17,102.48,25781.86
2019-02-18,102.92,104.63,105.26,102.92,35044.03
2019-02-19,105.1,105.36,109.39,105.01,42902.21
2019-02-20,105.13,102.76,105.44,101.42,37983.15
2019-02-21,102.75,102.03,103.43,101.23,32223.34
2019-02-22,101.85,103.82,104.21,101.39,30613.1
2019-02-25,104.6,111.71,111.76,104.6,60222.0
2019-02-26,111.38,108.39,111.39,107.89,49748.01
2019-02-27,107.67,105.24,108.48,104.61,42378.63
2019-02-28,106.62,115.76,115.76,106.1,81554.07
2019-03-01,117.3,116.75,119.12,113.49,58116.38
2019-03-04,117.95,120.53,126.22,117.95,71484.53
2019-03-05,118.03,120.58,121.51,117.49,48340.55
2019-03-06,120.67,118.99,121.87,116.8,53905.18
2019-03-07,117.47,115.76,117.5,114.01,64377.02
2019-03-08,112.76,114.4,117.6,111.85,50197.2
2019-03-11,113.98,118.82,120.49,112.76,50882.5
2019-03-12,119.11,116.61,120.94,114.11,57868.16
2019-03-13,116.86,115.74,119.53,115.03,44560.34
2019-03-14,115.72,118.62,120.03,115.49,39539.03
2019-03-15,119.31,123.03,126.29,119.31,53915.08
2019-03-18,124.12,120.03,124.14,115.49,74860.44
2019-03-19,120.33,119.31,122.67,118.77,37104.23
2019-03-20,118.22,120.15,121.4,118.21,27728.43
2019-03-21,119.94,118.41,120.03,118.0,34742.66
2019-03-22,119.01,118.58,119.4,117.21,21599.11
2019-03-25,116.2,115.9,116.8,115.22,36544.2
2019-03-26,116.6,116.38,118.18,115.3,30826.74
2019-03-27,116.85,116.95,118.94,115.74,21718.78
2019-03-28,116.29,118.98,120.21,115.58,26029.2
2019-03-29,118.98,122.12,122.31,118.98,34503.11
2019-04-01,123.49,123.2,126.42,121.76,48053.19
2019-04-02,123.48,121.42,123.67,120.95,31287.76
2019-04-03,121.21,120.53,121.21,118.61,33322.06
2019-04-04,119.76,119.76,121.82,118.76,24190.24
2019-04-08,120.62,117.28,120.66,116.67,36886.53
2019-04-09,116.47,118.35,118.67,116.47,20489.66
2019-04-10,119.02,118.66,120.45,116.86,37053.4
2019-04-11,118.67,117.29,119.01,116.41,25162.69
2019-04-12,117.29,117.59,118.68,116.67,16839.2
2019-04-15,118.06,114.2,118.64,114.01,34407.34
2019-04-16,114.29,114.67,115.31,112.3,23553.56
2019-04-17,114.94,116.19,117.14,114.94,17233.27
2019-04-18,116.03,115.49,116.4,115.4,9127.3
