date,open,close,high,low,volume
2019-01-02,4.22,4.23,4.24,4.2,387995.05
2019-01-03,4.24,4.32,4.35,4.21,928211.38
2019-01-04,4.28,4.47,4.49,4.27,1483449.85
2019-01-07,4.48,4.59,4.64,4.43,1556705.05
2019-01-08,4.56,4.49,4.57,4.47,875807.23
2019-01-09,4.49,4.43,4.54,4.42,976387.16
2019-01-10,4.44,4.41,4.48,4.38,679646.35
2019-01-11,4.42,4.44,4.47,4.39,532680.99
2019-01-14,4.44,4.47,4.48,4.41,417281.04
2019-01-15,4.46,4.46,4.48,4.43,479168.08
2019-01-16,4.46,4.34,4.47,4.34,881658.61
2019-01-17,4.34,4.35,4.38,4.33,424935.27
2019-01-18,4.36,4.4,4.41,4.34,487378.3
2019-01-21,4.4,4.37,4.41,4.37,358863.31
2019-01-22,4.36,4.37,4.4,4.35,284411.36
2019-01-23,4.35,4.35,4.38,4.34,255689.3
2019-01-24,4.35,4.39,4.42,4.32,417833.25
2019-01-25,4.39,4.37,4.4,4.37,300493.96
2019-01-28,4.38,4.36,4.41,4.34,303938.91
2019-01-29,4.34,4.31,4.36,4.27,427298.3
2019-01-30,4.3,4.3,4.34,4.28,236701.25
2019-01-31,4.31,4.27,4.33,4.26,347601.33
2019-02-01,4.28,4.33,4.33,4.27,342902.04
2019-02-11,4.33,4.37,4.38,4.33,346427.68
2019-02-12,4.38,4.41,4.42,4.35,509401.59
2019-02-13,4.41,4.5,4.55,4.38,1009502.45
2019-02-14,4.49,4.56,4.61,4.48,995643.9
2019-02-15,4.57,4.5,4.58,4.49,618396.9
2019-02-18,4.51,4.6,4.61,4.51,785644.96
2019-02-19,4.65,4.66,4.67,4.54,1033982.43
2019-02-20,4.63,4.75,4.93,4.59,1555183.87
2019-02-21,4.71,4.58,4.79,4.57,1457615.36
2019-02-22,4.59,4.68,4.69,4.58,913960.34
2019-02-25,4.7,5.03,5.14,4.69,2804477.63
2019-02-26,5.04,5.08,5.35,4.99,2844415.24
2019-02-27,5.08,5.22,5.39,5.08,2762230.1
2019-02-28,5.27,5.17,5.3,5.08,1531913.47
2019-03-01,5.21,5.29,5.31,5.08,2142700.69
2019-03-04,5.3,5.51,5.51,5.25,3308749.55
2019-03-05,5.47,5.52,5.6,5.39,2856444.43
2019-03-06,5.52,5.48,5.55,5.37,2407362.09
2019-03-07,5.47,5.36,5.47,5.33,2621271.2
2019-03-08,5.26,5.06,5.29,5.05,2381055.09
2019-03-11,5.1,5.2,5.23,5.1,1642526.92
2019-03-12,5.23,5.3,5.4,5.18,2403532.56
2019-03-13,5.31,5.18,5.37,5.16,1794282.29
2019-03-14,5.16,5.09,5.2,5.04,1492127.34
2019-03-15,5.11,5.16,5.17,5.1,1307184.99
2019-03-18,5.24,5.34,5.39,5.2,2252414.13
2019-03-19,5.36,5.31,5.44,5.26,1723057.45
2019-03-20,5.27,5.28,5.3,5.18,1393324.94
2019-03-21,5.3,5.3,5.38,5.28,1547206.11
2019-03-22,5.33,5.28,5.34,5.21,1168258.24
2019-03-25,5.29,5.76,5.8,5.26,6084411.36
2019-03-26,5.75,5.44,5.8,5.42,4269749.62
2019-03-27,5.47,5.41,5.5,5.3,1976828.08
2019-03-28,5.42,5.41,5.58,5.34,2068010.37
2019-03-29,5.69,5.79,5.83,5.58,4295709.29
2019-04-01,5.94,6.37,6.37,5.94,5821211.58
2019-04-02,6.63,6.42,6.82,6.37,8022665.15
2019-04-03,6.29,6.49,6.6,6.23,4663086.41
2019-04-04,6.39,6.6,6.74,6.35,4191436.97
2019-04-08,6.97,6.68,7.04,6.61,4393702.41
2019-04-09,6.68,6.5,6.7,6.43,2713434.78
2019-04-10,6.44,6.48,6.6,6.4,2196529.38
2019-04-11,6.48,6.27,6.54,6.27,2324257.38
2019-04-12,6.25,6.27,6.3,6.11,2029284.2
2019-04-15,6.36,6.28,6.53,6.26,2097146.08
2019-04-16,6.25,6.41,6.42,6.19,1581594.26
2019-04-17,6.42,6.44,6.49,6.35,1573381.04
2019-04-18,6.43,6.7,6.82,6.39,3784162.54
2019-04-19,6.65,6.64,6.7,6.47,2411747.18
2019-04-22,6.7,6.46,6.72,6.44,2026982.59
2019-04-23,6.45,6.12,6.46,6.01,2433142.16
2019-04-24,6.13,6.07,6.17,5.96,1547643.48
2019-04-25,6.05,5.84,6.09,5.82,1744082.82
2019-04-26,5.75,5.72,5.85,5.71,1173991.66
2019-04-29,5.68,5.49,5.76,5.43,1545207.89
2019-04-30,5.49,5.62,5.68,5.47,1195477.07
2019-05-06,5.46,5.08,5.5,5.06,2100490.43
2019-05-07,5.09,5.13,5.2,4.99,1315760.23
2019-05-08,4.96,5.13,5.22,4.92,1312846.39
2019-05-09,5.06,5.07,5.19,5.04,1000972.61
2019-05-10,5.11,5.24,5.27,4.98,1784773.13
2019-05-13,5.17,5.14,5.23,5.12,812871.47
2019-05-14,5.07,5.1,5.2,5.03,876630.6
