date,open,close,high,low,volume
2019-01-02,43.94,43.94,44.63,43.1,12293.67
2019-01-03,44.07,43.39,44.07,41.98,17945.34
2019-01-04,42.49,41.97,42.74,41.32,19105.38
2019-01-07,42.26,43.29,44.67,42.03,13943.55
2019-01-08,43.23,42.8,44.01,42.45,12168.6
2019-01-09,43.38,45.63,47.07,43.38,27354.39
2019-01-10,45.62,46.56,46.82,44.96,14103.83
2019-01-11,46.56,46.49,47.81,46.11,10414.25
2019-01-14,47.12,47.82,48.16,46.85,14672.8
2019-01-15,46.84,48.61,48.99,46.84,10428.22
2019-01-16,48.91,48.8,49.08,48.06,8867.95
2019-01-17,47.93,47.74,49.06,47.62,10271.33
2019-01-18,48.22,48.72,48.9,47.88,6577.2
2019-01-21,48.72,50.13,50.65,48.72,8094.87
2019-01-22,50.59,49.31,50.59,48.05,12116.12
2019-01-23,48.57,48.76,49.53,48.36,7922.6
2019-01-24,49.18,49.97,50.22,48.62,8943.66
2019-01-25,49.79,49.89,50.52,49.1,7476.06
2019-01-28,49.82,48.99,50.02,48.51,6194.71
2019-01-29,48.99,48.89,49.98,48.47,6684.21
2019-01-30,48.96,48.66,49.74,48.6,4191.16
2019-01-31,48.66,48.5,50.02,48.16,5316.13
2019-02-01,49.14,48.57,49.14,47.99,8003.77
2019-02-11,48.62,50.84,51.16,48.62,7243.52
2019-02-12,50.81,50.11,50.81,48.84,10135.54
2019-02-13,49.64,50.91,51.76,48.61,21981.49
2019-02-14,50.03,49.71,50.31,49.05,11771.75
2019-02-15,49.61,49.53,49.86,49.01,5654.13
2019-02-18,49.52,51.42,51.66,49.43,19445.09
2019-02-19,51.24,50.14,51.24,49.94,9204.25
2019-02-20,50.01,51.7,51.83,49.71,12483.75
2019-02-21,51.69,51.05,52.23,50.77,12050.39
2019-02-22,51.05,51.22,51.45,50.67,4940.2
2019-02-25,51.31,52.89,53.36,51.31,10837.02
2019-02-26,52.73,53.29,53.54,51.59,13889.73
2019-02-27,52.45,52.54,54.11,52.36,10680.0
2019-02-28,52.45,53.35,54.36,51.68,9213.01
2019-03-01,53.41,54.31,54.55,52.66,7960.51
2019-03-04,54.95,54.27,54.97,53.68,14602.2
2019-03-05,53.79,53.71,54.21,52.54,15883.01
2019-03-06,53.29,53.54,54.49,53.1,11558.99
2019-03-07,53.52,52.4,53.87,51.63,8102.43
2019-03-08,52.24,50.68,52.24,50.54,17443.27
2019-03-11,50.56,51.5,51.81,49.69,9660.15
2019-03-12,52.26,52.35,52.88,51.93,12390.8
2019-03-13,52.73,52.08,53.01,51.94,4633.89
2019-03-14,51.78,53.1,53.1,51.43,7432.41
2019-03-15,53.2,52.38,53.28,52.36,5928.79
2019-03-18,52.36,53.46,54.13,51.47,15393.14
2019-03-19,53.75,52.64,53.75,52.53,9479.97
2019-03-20,52.85,52.12,53.09,51.23,10877.46
2019-03-21,52.13,54.06,54.49,51.67,23316.11
2019-03-22,54.07,55.13,55.59,53.52,17096.14
2019-03-25,54.52,56.02,56.1,54.31,13054.0
2019-03-26,55.82,54.52,56.25,54.51,10424.8
2019-03-27,55.3,55.76,55.98,54.23,9431.09
2019-03-28,54.69,55.34,56.27,54.69,12112.88
2019-03-29,55.34,56.19,56.74,54.72,32994.29
