date,open,close,high,low,volume
2021-12-24,208.21,191.26,228.04,187.27,143966.36
2021-12-27,196.31,180.58,196.61,174.5,51811.01
2021-12-28,182.03,194.33,195.57,179.34,37651.95
2021-12-29,195.32,199.36,208.18,192.59,33615.75
2021-12-30,198.29,211.73,213.0,197.3,26144.45
2021-12-31,211.06,217.13,220.33,206.75,22225.36
2022-01-04,222.59,202.26,230.1,201.27,34529.66
2022-01-05,199.29,210.19,211.07,194.21,23331.16
2022-01-06,206.15,205.21,217.13,202.57,19481.96
2022-01-07,203.25,201.57,212.55,199.62,17747.66
2022-01-10,198.29,197.56,204.75,191.16,20748.67
2022-01-11,195.24,191.75,205.22,189.84,16823.76
2022-01-12,194.42,194.37,196.81,187.15,18354.55
2022-01-13,191.83,194.33,200.39,185.01,20656.96
2022-01-14,191.87,204.2,208.2,191.36,23827.44
2022-01-17,204.14,214.44,225.53,203.25,26340.65
2022-01-18,214.16,209.27,217.11,203.44,19637.92
2022-01-19,205.23,201.27,209.2,196.32,18764.08
2022-01-20,201.27,198.1,202.48,195.48,9518.28
2022-01-21,197.21,192.07,202.06,190.36,12413.19
2022-01-24,191.04,192.88,200.28,188.71,9811.29
2022-01-25,192.84,182.43,194.79,182.31,13243.46
2022-01-26,183.41,187.19,190.03,182.21,7248.22
2022-01-27,189.37,187.31,196.8,185.31,9657.64
2022-01-28,190.26,186.84,193.22,181.14,9262.81
2022-02-07,188.87,157.15,191.24,152.37,27019.25
2022-02-08,152.36,144.76,153.66,140.02,21297.65
2022-02-09,144.66,143.59,147.49,142.12,10832.79
2022-02-10,145.53,136.9,145.53,134.84,16118.15
2022-02-11,135.94,135.6,140.25,134.03,8213.18
2022-02-14,132.71,139.88,141.43,130.38,9608.11
2022-02-15,140.76,143.65,147.6,139.38,11546.55
2022-02-16,145.81,137.33,145.81,136.22,12240.16
2022-02-17,135.84,141.38,143.76,135.22,11662.12
2022-02-18,138.81,135.84,139.8,135.04,7329.12
2022-02-21,135.84,136.82,137.42,133.15,5998.16
2022-02-22,134.64,133.22,135.43,129.1,9082.3
2022-02-23,133.35,144.72,147.61,133.35,15283.59
2022-02-24,142.77,138.81,144.76,136.21,10735.03
2022-02-25,144.26,145.77,151.03,140.31,15209.72
2022-02-28,145.75,149.02,153.51,144.65,11278.19
2022-03-01,147.73,149.42,151.49,145.3,8245.78
2022-03-02,148.72,146.71,148.72,142.77,6364.42
2022-03-03,147.73,140.79,148.72,140.1,8261.31
