date,open,close,high,low,volume
2025-08-01,66.9,66.42,67.69,65.9,96847.78
2025-08-04,66.18,66.88,66.98,66.01,67455.08
2025-08-05,67.17,66.96,67.2,66.53,73473.4
2025-08-06,66.84,68.02,68.2,66.4,110970.3
2025-08-07,68.08,68.82,69.75,67.75,183197.78
2025-08-08,68.36,67.13,68.48,67.02,116077.65
2025-08-11,67.48,68.52,69.36,67.38,122460.99
2025-08-12,69.01,69.62,70.16,68.19,191868.31
2025-08-13,69.54,69.48,70.08,69.13,164492.44
2025-08-14,69.48,68.9,71.2,68.67,225618.51
2025-08-15,68.5,70.3,70.5,68.5,167513.29
2025-08-18,70.5,71.72,72.0,69.8,222979.55
2025-08-19,71.6,71.08,72.28,70.42,162153.81
2025-08-20,70.65,73.8,73.88,70.27,246069.04
2025-08-21,74.0,73.13,76.78,72.82,327000.97
2025-08-22,73.12,76.0,76.36,73.01,297829.42
