时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-07-11 09:35:00,5.63,5.57,5.66,5.57,-1.59,-0.09,34597,19376904.0,1.59,0.64
2025-07-11 09:40:00,5.57,5.6,5.62,5.56,0.54,0.03,27079,15135417.0,1.08,0.5
2025-07-11 09:45:00,5.6,5.59,5.6,5.57,-0.18,-0.01,13724,7664353.0,0.54,0.25
2025-07-11 09:50:00,5.59,5.6,5.61,5.59,0.18,0.01,11153,6244545.0,0.36,0.21
2025-07-11 09:55:00,5.6,5.6,5.6,5.59,0.0,0.0,6190,3462696.0,0.18,0.11
2025-07-11 10:00:00,5.59,5.59,5.6,5.59,-0.18,-0.01,8394,4693016.0,0.18,0.15
2025-07-11 10:05:00,5.6,5.59,5.6,5.58,0.0,0.0,12028,6719886.0,0.36,0.22
2025-07-11 10:10:00,5.58,5.57,5.59,5.57,-0.36,-0.02,10828,6034981.0,0.36,0.2
2025-07-11 10:15:00,5.57,5.57,5.58,5.56,0.0,0.0,8068,4494600.0,0.36,0.15
2025-07-11 10:20:00,5.57,5.59,5.6,5.56,0.36,0.02,17083,9536453.0,0.72,0.32
2025-07-11 10:25:00,5.6,5.6,5.6,5.58,0.18,0.01,3925,2194531.0,0.36,0.07
2025-07-11 10:30:00,5.59,5.6,5.61,5.59,0.0,0.0,7929,4439386.0,0.36,0.15
2025-07-11 10:35:00,5.61,5.6,5.61,5.6,0.0,0.0,2928,1640381.0,0.18,0.05
2025-07-11 10:40:00,5.6,5.59,5.61,5.59,-0.18,-0.01,5404,3023616.0,0.36,0.1
2025-07-11 10:45:00,5.6,5.59,5.6,5.59,0.0,0.0,4139,2315193.0,0.18,0.08
2025-07-11 10:50:00,5.6,5.6,5.61,5.59,0.18,0.01,5346,2994045.0,0.36,0.1
2025-07-11 10:55:00,5.6,5.6,5.61,5.6,0.0,0.0,4419,2475448.0,0.18,0.08
2025-07-11 11:00:00,5.6,5.61,5.61,5.59,0.18,0.01,2943,1648129.0,0.36,0.05
2025-07-11 11:05:00,5.6,5.6,5.6,5.59,-0.18,-0.01,2328,1302043.0,0.18,0.04
2025-07-11 11:10:00,5.59,5.59,5.6,5.59,-0.18,-0.01,2557,1429851.0,0.18,0.05
2025-07-11 11:15:00,5.6,5.6,5.6,5.59,0.18,0.01,3034,1696431.0,0.18,0.06
2025-07-11 11:20:00,5.58,5.6,5.6,5.58,0.0,0.0,4783,2673933.0,0.36,0.09
2025-07-11 11:25:00,5.6,5.59,5.6,5.59,-0.18,-0.01,8770,4906425.0,0.18,0.16
2025-07-11 11:30:00,5.6,5.61,5.61,5.59,0.36,0.02,4543,2542974.0,0.36,0.08
2025-07-11 13:05:00,5.6,5.61,5.61,5.6,0.0,0.0,5275,2954687.0,0.18,0.1
2025-07-11 13:10:00,5.6,5.6,5.61,5.59,-0.18,-0.01,3072,1719600.0,0.36,0.06
2025-07-11 13:15:00,5.59,5.6,5.6,5.59,0.0,0.0,5739,3209874.0,0.18,0.11
2025-07-11 13:20:00,5.6,5.61,5.61,5.59,0.18,0.01,8195,4586841.0,0.36,0.15
2025-07-11 13:25:00,5.6,5.64,5.65,5.6,0.53,0.03,27511,15501242.0,0.89,0.51
2025-07-11 13:30:00,5.63,5.66,5.66,5.63,0.35,0.02,9335,5266104.0,0.53,0.17
2025-07-11 13:35:00,5.65,5.66,5.66,5.64,0.0,0.0,8672,4902241.0,0.35,0.16
2025-07-11 13:40:00,5.66,5.67,5.68,5.65,0.18,0.01,13915,7881979.0,0.53,0.26
2025-07-11 13:45:00,5.67,5.66,5.7,5.66,-0.18,-0.01,13965,7935696.0,0.71,0.26
2025-07-11 13:50:00,5.66,5.67,5.68,5.66,0.18,0.01,5461,3096651.0,0.35,0.1
2025-07-11 13:55:00,5.67,5.66,5.68,5.66,-0.18,-0.01,3528,1999965.0,0.35,0.07
2025-07-11 14:00:00,5.66,5.67,5.67,5.66,0.18,0.01,1971,1116785.0,0.18,0.04
2025-07-11 14:05:00,5.66,5.67,5.67,5.65,0.0,0.0,7478,4232905.0,0.35,0.14
2025-07-11 14:10:00,5.66,5.66,5.67,5.66,-0.18,-0.01,1492,845292.0,0.18,0.03
2025-07-11 14:15:00,5.67,5.68,5.68,5.66,0.35,0.02,5652,3204261.0,0.35,0.1
2025-07-11 14:20:00,5.68,5.67,5.68,5.67,-0.18,-0.01,3493,1982358.0,0.18,0.06
2025-07-11 14:25:00,5.68,5.67,5.68,5.67,0.0,0.0,4363,2476437.0,0.18,0.08
2025-07-11 14:30:00,5.68,5.68,5.68,5.67,0.18,0.01,4287,2431776.0,0.18,0.08
2025-07-11 14:35:00,5.68,5.67,5.68,5.67,-0.18,-0.01,4273,2423368.0,0.18,0.08
2025-07-11 14:40:00,5.68,5.67,5.68,5.66,0.0,0.0,5018,2845230.0,0.35,0.09
2025-07-11 14:45:00,5.66,5.65,5.67,5.65,-0.35,-0.02,9357,5294651.0,0.35,0.17
2025-07-11 14:50:00,5.66,5.65,5.66,5.65,0.0,0.0,5273,2982450.0,0.18,0.1
2025-07-11 14:55:00,5.66,5.67,5.67,5.65,0.35,0.02,16559,9374191.0,0.35,0.31
2025-07-11 15:00:00,5.66,5.68,5.68,5.66,0.18,0.01,20736,11765958.0,0.35,0.38
2025-07-14 09:35:00,5.68,5.68,5.72,5.66,0.0,0.0,25211,14340399.0,1.06,0.47
2025-07-14 09:40:00,5.68,5.7,5.71,5.68,0.35,0.02,13175,7497810.0,0.53,0.24
2025-07-14 09:45:00,5.69,5.79,5.79,5.69,1.58,0.09,58357,33555552.0,1.75,1.08
2025-07-14 09:50:00,5.79,5.8,5.86,5.79,0.17,0.01,94193,54941577.0,1.21,1.74
2025-07-14 09:55:00,5.79,5.79,5.81,5.78,-0.17,-0.01,22208,12870795.0,0.52,0.41
2025-07-14 10:00:00,5.78,5.8,5.81,5.78,0.17,0.01,13285,7693313.0,0.52,0.25
2025-07-14 10:05:00,5.8,5.74,5.8,5.73,-1.03,-0.06,23811,13708572.0,1.21,0.44
2025-07-14 10:10:00,5.74,5.74,5.75,5.73,0.0,0.0,8202,4709705.0,0.35,0.15
2025-07-14 10:15:00,5.73,5.73,5.74,5.72,-0.17,-0.01,6739,3860469.0,0.35,0.12
2025-07-14 10:20:00,5.73,5.74,5.74,5.72,0.17,0.01,9745,5581735.0,0.35,0.18
2025-07-14 10:25:00,5.73,5.72,5.73,5.71,-0.35,-0.02,10212,5841871.0,0.35,0.19
2025-07-14 10:30:00,5.71,5.71,5.73,5.7,-0.17,-0.01,9062,5176971.0,0.52,0.17
2025-07-14 10:35:00,5.7,5.72,5.72,5.69,0.18,0.01,9394,5356246.0,0.53,0.17
2025-07-14 10:40:00,5.72,5.71,5.72,5.7,-0.17,-0.01,2555,1458701.0,0.35,0.05
2025-07-14 10:45:00,5.71,5.71,5.72,5.7,0.0,0.0,3269,1866276.0,0.35,0.06
