时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-07-11 09:35:00,7.06,7.04,7.07,7.03,-0.14,-0.01,16545,12163409.0,0.57,0.02
2025-07-11 09:40:00,7.04,7.04,7.05,7.03,0.0,0.0,12532,9202248.0,0.28,0.02
2025-07-11 09:45:00,7.05,7.06,7.07,7.04,0.28,0.02,12635,9293969.0,0.43,0.02
2025-07-11 09:50:00,7.06,7.05,7.06,7.05,-0.14,-0.01,8236,6059623.0,0.14,0.01
2025-07-11 09:55:00,7.06,7.06,7.06,7.05,0.14,0.01,6708,4933224.0,0.14,0.01
2025-07-11 10:00:00,7.06,7.07,7.07,7.05,0.14,0.01,11699,8611091.0,0.28,0.02
2025-07-11 10:05:00,7.06,7.06,7.07,7.05,-0.14,-0.01,10610,7810047.0,0.28,0.02
2025-07-11 10:10:00,7.06,7.06,7.07,7.05,0.0,0.0,14296,10522891.0,0.28,0.02
2025-07-11 10:15:00,7.06,7.07,7.08,7.06,0.14,0.01,13564,9994246.0,0.28,0.02
2025-07-11 10:20:00,7.06,7.05,7.07,7.05,-0.28,-0.02,6773,4984040.0,0.28,0.01
2025-07-11 10:25:00,7.05,7.07,7.07,7.05,0.28,0.02,5984,4404398.0,0.28,0.01
2025-07-11 10:30:00,7.07,7.06,7.07,7.05,-0.14,-0.01,7866,5789635.0,0.28,0.01
2025-07-11 10:35:00,7.06,7.06,7.07,7.05,0.0,0.0,7235,5326649.0,0.28,0.01
2025-07-11 10:40:00,7.06,7.07,7.07,7.06,0.14,0.01,2822,2078557.0,0.14,0.0
2025-07-11 10:45:00,7.07,7.07,7.07,7.06,0.0,0.0,4338,3196273.0,0.14,0.01
2025-07-11 10:50:00,7.07,7.07,7.07,7.06,0.0,0.0,7637,5623583.0,0.14,0.01
2025-07-11 10:55:00,7.07,7.07,7.07,7.06,0.0,0.0,2866,2110052.0,0.14,0.0
2025-07-11 11:00:00,7.07,7.07,7.07,7.06,0.0,0.0,3147,2318006.0,0.14,0.0
2025-07-11 11:05:00,7.07,7.06,7.07,7.05,-0.14,-0.01,20016,14729186.0,0.28,0.03
2025-07-11 11:10:00,7.05,7.07,7.07,7.05,0.14,0.01,6198,4560797.0,0.28,0.01
2025-07-11 11:15:00,7.07,7.07,7.07,7.06,0.0,0.0,1923,1416468.0,0.14,0.0
2025-07-11 11:20:00,7.07,7.08,7.08,7.06,0.14,0.01,12836,9459993.0,0.28,0.02
2025-07-11 11:25:00,7.07,7.09,7.09,7.07,0.14,0.01,17481,12902504.0,0.28,0.02
2025-07-11 11:30:00,7.09,7.09,7.1,7.08,0.0,0.0,17682,13072668.0,0.28,0.03
2025-07-11 13:05:00,7.1,7.1,7.11,7.09,0.14,0.01,19781,14635435.0,0.28,0.03
2025-07-11 13:10:00,7.11,7.1,7.11,7.09,0.0,0.0,7957,5888674.0,0.28,0.01
2025-07-11 13:15:00,7.1,7.1,7.1,7.09,0.0,0.0,6362,4704397.0,0.14,0.01
2025-07-11 13:20:00,7.09,7.09,7.1,7.08,-0.14,-0.01,5347,3950985.0,0.28,0.01
2025-07-11 13:25:00,7.09,7.08,7.09,7.08,-0.14,-0.01,4682,3459273.0,0.14,0.01
2025-07-11 13:30:00,7.08,7.09,7.09,7.08,0.14,0.01,3780,2792520.0,0.14,0.01
2025-07-11 13:35:00,7.09,7.08,7.09,7.08,-0.14,-0.01,4331,3198321.0,0.14,0.01
2025-07-11 13:40:00,7.09,7.09,7.09,7.08,0.14,0.01,4524,3341442.0,0.14,0.01
2025-07-11 13:45:00,7.08,7.1,7.1,7.08,0.14,0.01,10193,7533879.0,0.28,0.01
2025-07-11 13:50:00,7.09,7.09,7.1,7.09,-0.14,-0.01,5320,3934863.0,0.14,0.01
2025-07-11 13:55:00,7.09,7.09,7.1,7.08,0.0,0.0,7720,5706100.0,0.28,0.01
2025-07-11 14:00:00,7.08,7.09,7.09,7.08,0.0,0.0,3271,2416265.0,0.14,0.0
2025-07-11 14:05:00,7.09,7.09,7.09,7.08,0.0,0.0,4726,3489874.0,0.14,0.01
2025-07-11 14:10:00,7.08,7.09,7.09,7.08,0.0,0.0,5909,4362152.0,0.14,0.01
2025-07-11 14:15:00,7.09,7.09,7.09,7.08,0.0,0.0,3187,2353289.0,0.14,0.0
2025-07-11 14:20:00,7.09,7.09,7.09,7.08,0.0,0.0,7767,5736065.0,0.14,0.01
2025-07-11 14:25:00,7.09,7.08,7.09,7.07,-0.14,-0.01,8053,5944967.0,0.28,0.01
2025-07-11 14:30:00,7.09,7.09,7.09,7.08,0.14,0.01,5136,3791851.0,0.14,0.01
2025-07-11 14:35:00,7.08,7.09,7.09,7.08,0.0,0.0,3759,2776920.0,0.14,0.01
2025-07-11 14:40:00,7.08,7.07,7.09,7.07,-0.28,-0.02,13242,9770938.0,0.28,0.02
2025-07-11 14:45:00,7.07,7.07,7.08,7.06,0.0,0.0,14119,10409314.0,0.28,0.02
2025-07-11 14:50:00,7.07,7.07,7.08,7.06,0.0,0.0,8398,6187969.0,0.28,0.01
2025-07-11 14:55:00,7.07,7.08,7.08,7.06,0.14,0.01,9294,6852110.0,0.28,0.01
2025-07-11 15:00:00,7.07,7.07,7.08,7.07,-0.14,-0.01,6955,5129105.0,0.14,0.01
2025-07-14 09:35:00,7.07,7.08,7.1,7.07,0.14,0.01,18876,13930181.0,0.42,0.03
2025-07-14 09:40:00,7.08,7.1,7.1,7.07,0.28,0.02,20567,15189998.0,0.42,0.03
