时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-07-11 09:35:00,6.09,6.04,6.12,6.03,-0.66,-0.04,36247,21976764.0,1.48,0.11
2025-07-11 09:40:00,6.03,6.04,6.04,6.02,0.0,0.0,16343,9848123.0,0.33,0.05
2025-07-11 09:45:00,6.03,6.04,6.05,6.03,0.0,0.0,10153,6132191.0,0.33,0.03
2025-07-11 09:50:00,6.04,6.04,6.05,6.03,0.0,0.0,5139,3103987.0,0.33,0.01
2025-07-11 09:55:00,6.04,6.07,6.07,6.02,0.5,0.03,21332,12873915.0,0.83,0.06
2025-07-11 10:00:00,6.06,6.05,6.07,6.04,-0.33,-0.02,5152,3116149.0,0.49,0.02
2025-07-11 10:05:00,6.04,6.04,6.05,6.03,-0.17,-0.01,6320,3817464.0,0.33,0.02
2025-07-11 10:10:00,6.04,6.02,6.04,6.02,-0.33,-0.02,7105,4285966.0,0.33,0.02
2025-07-11 10:15:00,6.02,6.04,6.04,6.02,0.33,0.02,4728,2851198.0,0.33,0.01
2025-07-11 10:20:00,6.03,6.03,6.04,6.03,-0.17,-0.01,2565,1547460.0,0.17,0.01
2025-07-11 10:25:00,6.03,6.05,6.05,6.03,0.33,0.02,6457,3896151.0,0.33,0.02
2025-07-11 10:30:00,6.04,6.05,6.05,6.04,0.0,0.0,2934,1774253.0,0.17,0.01
2025-07-11 10:35:00,6.04,6.04,6.06,6.04,-0.17,-0.01,3302,1998389.0,0.33,0.01
2025-07-11 10:40:00,6.04,6.05,6.05,6.04,0.17,0.01,2699,1631563.0,0.17,0.01
2025-07-11 10:45:00,6.05,6.05,6.05,6.04,0.0,0.0,2684,1622339.0,0.17,0.01
2025-07-11 10:50:00,6.05,6.05,6.06,6.04,0.0,0.0,4961,3001185.0,0.33,0.01
2025-07-11 10:55:00,6.05,6.05,6.06,6.04,0.0,0.0,2209,1336047.0,0.33,0.01
2025-07-11 11:00:00,6.05,6.04,6.05,6.04,-0.17,-0.01,1694,1024476.0,0.17,0.0
2025-07-11 11:05:00,6.04,6.05,6.06,6.04,0.17,0.01,2168,1311331.0,0.33,0.01
2025-07-11 11:10:00,6.05,6.04,6.05,6.04,-0.17,-0.01,1187,717724.0,0.17,0.0
2025-07-11 11:15:00,6.04,6.04,6.05,6.04,0.0,0.0,1619,978598.0,0.17,0.0
2025-07-11 11:20:00,6.04,6.05,6.06,6.04,0.17,0.01,4619,2792831.0,0.33,0.01
2025-07-11 11:25:00,6.05,6.04,6.06,6.03,-0.17,-0.01,7027,4246380.0,0.5,0.02
2025-07-11 11:30:00,6.05,6.06,6.06,6.04,0.33,0.02,4929,2982692.0,0.33,0.01
2025-07-11 13:05:00,6.06,6.06,6.06,6.05,0.0,0.0,7464,4520593.0,0.17,0.02
2025-07-11 13:10:00,6.06,6.05,6.07,6.05,-0.17,-0.01,6361,3853532.0,0.33,0.02
2025-07-11 13:15:00,6.06,6.06,6.07,6.05,0.17,0.01,4495,2722440.0,0.33,0.01
2025-07-11 13:20:00,6.06,6.05,6.07,6.05,-0.17,-0.01,3900,2361524.0,0.33,0.01
2025-07-11 13:25:00,6.06,6.06,6.06,6.05,0.17,0.01,2912,1764050.0,0.17,0.01
2025-07-11 13:30:00,6.06,6.04,6.06,6.04,-0.33,-0.02,3198,1934392.0,0.33,0.01
2025-07-11 13:35:00,6.05,6.05,6.06,6.04,0.17,0.01,4788,2898188.0,0.33,0.01
2025-07-11 13:40:00,6.06,6.06,6.06,6.04,0.17,0.01,2700,1634125.0,0.33,0.01
2025-07-11 13:45:00,6.06,6.05,6.06,6.05,-0.17,-0.01,2489,1507743.0,0.17,0.01
2025-07-11 13:50:00,6.06,6.06,6.06,6.05,0.17,0.01,2114,1280011.0,0.17,0.01
2025-07-11 13:55:00,6.05,6.05,6.06,6.04,-0.17,-0.01,3095,1873364.0,0.33,0.01
2025-07-11 14:00:00,6.05,6.06,6.06,6.05,0.17,0.01,2718,1645550.0,0.17,0.01
2025-07-11 14:05:00,6.06,6.07,6.07,6.05,0.17,0.01,6336,3838782.0,0.33,0.02
2025-07-11 14:10:00,6.06,6.05,6.06,6.05,-0.33,-0.02,5181,3136231.0,0.16,0.02
2025-07-11 14:15:00,6.05,6.06,6.07,6.04,0.17,0.01,3581,2168939.0,0.5,0.01
2025-07-11 14:20:00,6.06,6.07,6.07,6.06,0.17,0.01,4060,2461805.0,0.17,0.01
2025-07-11 14:25:00,6.06,6.06,6.07,6.05,-0.16,-0.01,3923,2378733.0,0.33,0.01
2025-07-11 14:30:00,6.05,6.07,6.08,6.05,0.17,0.01,4408,2674580.0,0.5,0.01
2025-07-11 14:35:00,6.06,6.07,6.07,6.05,0.0,0.0,5741,3481339.0,0.33,0.02
2025-07-11 14:40:00,6.05,6.06,6.07,6.05,-0.16,-0.01,4081,2472919.0,0.33,0.01
2025-07-11 14:45:00,6.05,6.06,6.06,6.05,0.0,0.0,3642,2205564.0,0.17,0.01
2025-07-11 14:50:00,6.05,6.05,6.06,6.04,-0.17,-0.01,5142,3109901.0,0.33,0.01
2025-07-11 14:55:00,6.04,6.04,6.06,6.04,-0.17,-0.01,4944,2990875.0,0.33,0.01
2025-07-11 15:00:00,6.04,6.06,6.06,6.04,0.33,0.02,4578,2768896.0,0.33,0.01
2025-07-14 09:35:00,6.06,6.1,6.11,6.05,0.66,0.04,18993,11569861.0,0.99,0.06
2025-07-14 09:40:00,6.1,6.08,6.1,6.07,-0.33,-0.02,7794,4744167.0,0.49,0.02
2025-07-14 09:45:00,6.09,6.09,6.1,6.07,0.16,0.01,5959,3626368.0,0.49,0.02
2025-07-14 09:50:00,6.09,6.08,6.09,6.08,-0.16,-0.01,3866,2353396.0,0.16,0.01
2025-07-14 09:55:00,6.08,6.08,6.08,6.07,0.0,0.0,4974,3022235.0,0.16,0.01
2025-07-14 10:00:00,6.08,6.08,6.09,6.07,0.0,0.0,5734,3486295.0,0.33,0.02
2025-07-14 10:05:00,6.08,6.07,6.08,6.07,-0.16,-0.01,3813,2315627.0,0.16,0.01
2025-07-14 10:10:00,6.08,6.06,6.08,6.06,-0.16,-0.01,4878,2958366.0,0.33,0.01
2025-07-14 10:15:00,6.07,6.06,6.07,6.06,0.0,0.0,7194,4363787.0,0.17,0.02
2025-07-14 10:20:00,6.07,6.06,6.07,6.05,0.0,0.0,6546,3964825.0,0.33,0.02
2025-07-14 10:25:00,6.06,6.04,6.06,6.04,-0.33,-0.02,5703,3450295.0,0.33,0.02
2025-07-14 10:30:00,6.04,6.04,6.05,6.04,0.0,0.0,4279,2585343.0,0.17,0.01
2025-07-14 10:35:00,6.04,6.06,6.07,6.04,0.33,0.02,5449,3299574.0,0.5,0.02
2025-07-14 10:40:00,6.07,6.06,6.08,6.06,0.0,0.0,5451,3307815.0,0.33,0.02
2025-07-14 10:45:00,6.07,6.06,6.07,6.06,0.0,0.0,853,517042.0,0.17,0.0
2025-07-14 10:50:00,6.06,6.06,6.07,6.06,0.0,0.0,1537,931619.0,0.17,0.0
2025-07-14 10:55:00,6.07,6.06,6.07,6.06,0.0,0.0,1820,1103338.0,0.17,0.01
2025-07-14 11:00:00,6.07,6.06,6.07,6.05,0.0,0.0,3352,2031219.0,0.33,0.01
