时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-07-11 09:35:00,8.28,8.26,8.29,8.25,-0.24,-0.02,17899,14792450.0,0.48,0.02
2025-07-11 09:40:00,8.27,8.26,8.28,8.25,0.0,0.0,13204,10911981.0,0.36,0.02
2025-07-11 09:45:00,8.27,8.3,8.3,8.26,0.48,0.04,11645,9647612.0,0.48,0.01
2025-07-11 09:50:00,8.3,8.29,8.3,8.29,-0.12,-0.01,14187,11768761.0,0.12,0.02
2025-07-11 09:55:00,8.29,8.28,8.29,8.26,-0.12,-0.01,11104,9188252.0,0.36,0.01
2025-07-11 10:00:00,8.27,8.29,8.3,8.27,0.12,0.01,5405,4480933.0,0.36,0.01
2025-07-11 10:05:00,8.29,8.26,8.3,8.26,-0.36,-0.03,11925,9863706.0,0.48,0.01
2025-07-11 10:10:00,8.27,8.27,8.28,8.25,0.12,0.01,18802,15531262.0,0.36,0.02
2025-07-11 10:15:00,8.27,8.28,8.29,8.25,0.12,0.01,17623,14575217.0,0.48,0.02
2025-07-11 10:20:00,8.28,8.27,8.29,8.25,-0.12,-0.01,9618,7952856.0,0.48,0.01
2025-07-11 10:25:00,8.27,8.26,8.28,8.25,-0.12,-0.01,8487,7012576.0,0.36,0.01
2025-07-11 10:30:00,8.26,8.24,8.26,8.24,-0.24,-0.02,15165,12505794.0,0.24,0.02
2025-07-11 10:35:00,8.24,8.25,8.26,8.24,0.12,0.01,6655,5492882.0,0.24,0.01
2025-07-11 10:40:00,8.26,8.25,8.27,8.24,0.0,0.0,10466,8645007.0,0.36,0.01
2025-07-11 10:45:00,8.26,8.26,8.27,8.25,0.12,0.01,10246,8456918.0,0.24,0.01
2025-07-11 10:50:00,8.27,8.27,8.27,8.24,0.12,0.01,6669,5506481.0,0.36,0.01
2025-07-11 10:55:00,8.27,8.28,8.28,8.26,0.12,0.01,5280,4367041.0,0.24,0.01
2025-07-11 11:00:00,8.28,8.26,8.28,8.25,-0.24,-0.02,6916,5716511.0,0.36,0.01
2025-07-11 11:05:00,8.26,8.26,8.27,8.24,0.0,0.0,10692,8825904.0,0.36,0.01
2025-07-11 11:10:00,8.27,8.27,8.27,8.25,0.12,0.01,4989,4122122.0,0.24,0.01
2025-07-11 11:15:00,8.27,8.27,8.28,8.26,0.0,0.0,4325,3578805.0,0.24,0.01
2025-07-11 11:20:00,8.28,8.29,8.29,8.27,0.24,0.02,12481,10334417.0,0.24,0.02
2025-07-11 11:25:00,8.29,8.29,8.29,8.28,0.0,0.0,5239,4343017.0,0.12,0.01
2025-07-11 11:30:00,8.3,8.3,8.3,8.28,0.12,0.01,17078,14165999.0,0.24,0.02
2025-07-11 13:05:00,8.29,8.28,8.31,8.28,-0.24,-0.02,20903,17338698.0,0.36,0.03
2025-07-11 13:10:00,8.29,8.3,8.3,8.28,0.24,0.02,11458,9498120.0,0.24,0.01
2025-07-11 13:15:00,8.28,8.29,8.29,8.27,-0.12,-0.01,8949,7409284.0,0.24,0.01
2025-07-11 13:20:00,8.29,8.3,8.3,8.28,0.12,0.01,7097,5881009.0,0.24,0.01
2025-07-11 13:25:00,8.29,8.29,8.3,8.28,-0.12,-0.01,9457,7845045.0,0.24,0.01
2025-07-11 13:30:00,8.29,8.28,8.3,8.28,-0.12,-0.01,7884,6539215.0,0.24,0.01
2025-07-11 13:35:00,8.29,8.28,8.29,8.28,0.0,0.0,7063,5852575.0,0.12,0.01
2025-07-11 13:40:00,8.29,8.29,8.3,8.27,0.12,0.01,6729,5575278.0,0.36,0.01
2025-07-11 13:45:00,8.29,8.3,8.3,8.28,0.12,0.01,7454,6181752.0,0.24,0.01
2025-07-11 13:50:00,8.3,8.29,8.3,8.28,-0.12,-0.01,7913,6560263.0,0.24,0.01
2025-07-11 13:55:00,8.28,8.3,8.3,8.28,0.12,0.01,6653,5517544.0,0.24,0.01
2025-07-11 14:00:00,8.3,8.29,8.3,8.28,-0.12,-0.01,6401,5309375.0,0.24,0.01
2025-07-11 14:05:00,8.3,8.3,8.3,8.29,0.12,0.01,6765,5613189.0,0.12,0.01
2025-07-11 14:10:00,8.3,8.28,8.3,8.28,-0.24,-0.02,12468,10335694.0,0.24,0.02
2025-07-11 14:15:00,8.29,8.29,8.29,8.28,0.12,0.01,11895,9855629.0,0.12,0.01
2025-07-11 14:20:00,8.29,8.29,8.29,8.28,0.0,0.0,6844,5669844.0,0.12,0.01
2025-07-11 14:25:00,8.28,8.28,8.3,8.28,-0.12,-0.01,12618,10454166.0,0.24,0.02
2025-07-11 14:30:00,8.28,8.29,8.3,8.28,0.12,0.01,13764,11412748.0,0.24,0.02
2025-07-11 14:35:00,8.29,8.28,8.3,8.28,-0.12,-0.01,8491,7038997.0,0.24,0.01
2025-07-11 14:40:00,8.29,8.27,8.29,8.27,-0.12,-0.01,9914,8206229.0,0.24,0.01
2025-07-11 14:45:00,8.26,8.27,8.28,8.26,0.0,0.0,16692,13805809.0,0.24,0.02
2025-07-11 14:50:00,8.27,8.27,8.28,8.26,0.0,0.0,12246,10127124.0,0.24,0.02
2025-07-11 14:55:00,8.28,8.29,8.29,8.27,0.24,0.02,14469,11978038.0,0.24,0.02
2025-07-11 15:00:00,8.28,8.28,8.29,8.27,-0.12,-0.01,5364,4440199.0,0.24,0.01
2025-07-14 09:35:00,8.27,8.19,8.3,8.15,-1.09,-0.09,53875,44190338.0,1.81,0.07
2025-07-14 09:40:00,8.2,8.24,8.24,8.18,0.61,0.05,20637,16953820.0,0.73,0.03
2025-07-14 09:45:00,8.24,8.26,8.28,8.23,0.24,0.02,26304,21723924.0,0.61,0.03
2025-07-14 09:50:00,8.26,8.27,8.27,8.24,0.12,0.01,8327,6874759.0,0.36,0.01
2025-07-14 09:55:00,8.27,8.27,8.27,8.25,0.0,0.0,5996,4953210.0,0.24,0.01
2025-07-14 10:00:00,8.26,8.23,8.27,8.21,-0.48,-0.04,9312,7663476.0,0.73,0.01
2025-07-14 10:05:00,8.23,8.22,8.24,8.22,-0.12,-0.01,8036,6609625.0,0.24,0.01
2025-07-14 10:10:00,8.22,8.23,8.25,8.21,0.12,0.01,7774,6395736.0,0.49,0.01
2025-07-14 10:15:00,8.23,8.23,8.26,8.22,0.0,0.0,5650,4657051.0,0.49,0.01
2025-07-14 10:20:00,8.23,8.24,8.24,8.22,0.12,0.01,4688,3858235.0,0.24,0.01
2025-07-14 10:25:00,8.23,8.23,8.24,8.23,-0.12,-0.01,5602,4610594.0,0.12,0.01
2025-07-14 10:30:00,8.23,8.25,8.27,8.22,0.24,0.02,9376,7733832.0,0.61,0.01
2025-07-14 10:35:00,8.25,8.25,8.26,8.24,0.0,0.0,5160,4258659.0,0.24,0.01
2025-07-14 10:40:00,8.26,8.26,8.27,8.25,0.12,0.01,4988,4118463.0,0.24,0.01
2025-07-14 10:45:00,8.25,8.26,8.26,8.24,0.0,0.0,6531,5389200.0,0.24,0.01
2025-07-14 10:50:00,8.26,8.25,8.26,8.24,-0.12,-0.01,3250,2680927.0,0.24,0.0
2025-07-14 10:55:00,8.25,8.25,8.26,8.25,0.0,0.0,2885,2381570.0,0.12,0.0
2025-07-14 11:00:00,8.25,8.25,8.26,8.25,0.0,0.0,2645,2183195.0,0.12,0.0
2025-07-14 11:05:00,8.25,8.24,8.27,8.24,-0.12,-0.01,10229,8443934.0,0.36,0.01
2025-07-14 11:10:00,8.24,8.25,8.25,8.24,0.12,0.01,4552,3752514.0,0.12,0.01
2025-07-14 11:15:00,8.24,8.23,8.25,8.23,-0.24,-0.02,6419,5288573.0,0.24,0.01
2025-07-14 11:20:00,8.23,8.23,8.24,8.23,0.0,0.0,6145,5058673.0,0.12,0.01
2025-07-14 11:25:00,8.22,8.22,8.23,8.22,-0.12,-0.01,4539,3731511.0,0.12,0.01
2025-07-14 11:30:00,8.22,8.22,8.23,8.22,0.0,0.0,9087,7473215.0,0.12,0.01
2025-07-14 13:05:00,8.22,8.23,8.24,8.21,0.12,0.01,16500,13567119.0,0.36,0.02
2025-07-14 13:10:00,8.24,8.23,8.24,8.22,0.0,0.0,4497,3700545.0,0.24,0.01
2025-07-14 13:15:00,8.23,8.23,8.24,8.21,0.0,0.0,5956,4898362.0,0.36,0.01
2025-07-14 13:20:00,8.22,8.21,8.23,8.21,-0.24,-0.02,5444,4473683.0,0.24,0.01
2025-07-14 13:25:00,8.21,8.21,8.22,8.21,0.0,0.0,4007,3290157.0,0.12,0.0
2025-07-14 13:30:00,8.21,8.22,8.23,8.21,0.12,0.01,8380,6888972.0,0.24,0.01
2025-07-14 13:35:00,8.22,8.23,8.24,8.22,0.12,0.01,7359,6056775.0,0.24,0.01
2025-07-14 13:40:00,8.22,8.22,8.23,8.22,-0.12,-0.01,6483,5331915.0,0.12,0.01
2025-07-14 13:45:00,8.22,8.23,8.24,8.21,0.12,0.01,10245,8425076.0,0.36,0.01
2025-07-14 13:50:00,8.23,8.23,8.24,8.22,0.0,0.0,4963,4083719.0,0.24,0.01
2025-07-14 13:55:00,8.23,8.23,8.24,8.23,0.0,0.0,7033,5790343.0,0.12,0.01
2025-07-14 14:00:00,8.23,8.24,8.24,8.22,0.12,0.01,9785,8058251.0,0.24,0.01
2025-07-14 14:05:00,8.23,8.25,8.25,8.23,0.12,0.01,8591,7079842.0,0.24,0.01
2025-07-14 14:10:00,8.24,8.25,8.25,8.23,0.0,0.0,6420,5292608.0,0.24,0.01
2025-07-14 14:15:00,8.24,8.24,8.24,8.23,-0.12,-0.01,6753,5561318.0,0.12,0.01
2025-07-14 14:20:00,8.24,8.24,8.24,8.23,0.0,0.0,3400,2800265.0,0.12,0.0
2025-07-14 14:25:00,8.24,8.24,8.25,8.23,0.0,0.0,12637,10410318.0,0.24,0.02
2025-07-14 14:30:00,8.24,8.25,8.25,8.23,0.12,0.01,10878,8963487.0,0.24,0.01
2025-07-14 14:35:00,8.25,8.25,8.25,8.22,0.0,0.0,16874,13892109.0,0.36,0.02
2025-07-14 14:40:00,8.25,8.24,8.25,8.23,-0.12,-0.01,4451,3666327.0,0.24,0.01
2025-07-14 14:45:00,8.23,8.23,8.24,8.22,-0.12,-0.01,5912,4864284.0,0.24,0.01
2025-07-14 14:50:00,8.23,8.24,8.24,8.22,0.12,0.01,11165,9190296.0,0.24,0.01
2025-07-14 14:55:00,8.24,8.23,8.24,8.22,-0.12,-0.01,9405,7737790.0,0.24,0.01
2025-07-14 15:00:00,8.23,8.21,8.23,8.21,-0.24,-0.02,21849,17948784.0,0.24,0.03
2025-07-15 09:35:00,8.21,8.22,8.26,8.17,0.12,0.01,41688,34279346.0,1.1,0.05
2025-07-15 09:40:00,8.23,8.21,8.24,8.2,-0.12,-0.01,17105,14064518.0,0.49,0.02
2025-07-15 09:45:00,8.22,8.18,8.23,8.18,-0.37,-0.03,22919,18808869.0,0.61,0.03
2025-07-15 09:50:00,8.19,8.16,8.19,8.16,-0.24,-0.02,22241,18179114.0,0.37,0.03
2025-07-15 09:55:00,8.17,8.14,8.17,8.14,-0.25,-0.02,28547,23267899.0,0.37,0.04
2025-07-15 10:00:00,8.15,8.13,8.16,8.11,-0.12,-0.01,53450,43450002.0,0.61,0.07
2025-07-15 10:05:00,8.13,8.1,8.14,8.1,-0.37,-0.03,35424,28746646.0,0.49,0.04
2025-07-15 10:10:00,8.1,8.11,8.13,8.08,0.12,0.01,37037,30000860.0,0.62,0.05
2025-07-15 10:15:00,8.11,8.09,8.14,8.09,-0.25,-0.02,21584,17503976.0,0.62,0.03
2025-07-15 10:20:00,8.1,8.12,8.13,8.09,0.37,0.03,12692,10292452.0,0.49,0.02
2025-07-15 10:25:00,8.12,8.12,8.14,8.12,0.0,0.0,10811,8785045.0,0.25,0.01
2025-07-15 10:30:00,8.12,8.12,8.12,8.1,0.0,0.0,8378,6794442.0,0.25,0.01
2025-07-15 10:35:00,8.12,8.11,8.12,8.09,-0.12,-0.01,16501,13377336.0,0.37,0.02
2025-07-15 10:40:00,8.11,8.1,8.11,8.08,-0.12,-0.01,26324,21295982.0,0.37,0.03
2025-07-15 10:45:00,8.1,8.11,8.12,8.09,0.12,0.01,23754,19235376.0,0.37,0.03
2025-07-15 10:50:00,8.12,8.1,8.13,8.09,-0.12,-0.01,18324,14854741.0,0.49,0.02
2025-07-15 10:55:00,8.09,8.11,8.11,8.09,0.12,0.01,4366,3537080.0,0.25,0.01
2025-07-15 11:00:00,8.1,8.11,8.11,8.1,0.0,0.0,4011,3250937.0,0.12,0.0
2025-07-15 11:05:00,8.1,8.09,8.11,8.09,-0.25,-0.02,5983,4843860.0,0.25,0.01
2025-07-15 11:10:00,8.09,8.08,8.1,8.08,-0.12,-0.01,7487,6053790.0,0.25,0.01
2025-07-15 11:15:00,8.09,8.06,8.09,8.06,-0.25,-0.02,9422,7606933.0,0.37,0.01
2025-07-15 11:20:00,8.07,8.05,8.08,8.05,-0.12,-0.01,15584,12570420.0,0.37,0.02
2025-07-15 11:25:00,8.07,8.08,8.09,8.06,0.37,0.03,8374,6758077.0,0.37,0.01
2025-07-15 11:30:00,8.09,8.08,8.09,8.07,0.0,0.0,4545,3670938.0,0.25,0.01
2025-07-15 13:05:00,8.07,8.08,8.1,8.07,0.0,0.0,17160,13873724.0,0.37,0.02
2025-07-15 13:10:00,8.08,8.09,8.09,8.08,0.12,0.01,3865,3123990.0,0.12,0.0
